% Model,2016_04_06_SiwHoles_dispersion.mph
% Version,COMSOL 5.1.0.180
% Date,"Apr 8 2016, 11:48"
% Dimension,3
% Nodes,1276
% Expressions,25
% Description,Velocity magnitude
% Length unit,m
% X,Y,Z,solid.vel (m/s) @ Eigenfrequency=1,solid.vel (m/s) @ Eigenfrequency=2,solid.vel (m/s) @ Eigenfrequency=3,solid.vel (m/s) @ Eigenfrequency=4,solid.vel (m/s) @ Eigenfrequency=5,solid.vel (m/s) @ Eigenfrequency=6,solid.vel (m/s) @ Eigenfrequency=7,solid.vel (m/s) @ Eigenfrequency=8,solid.vel (m/s) @ Eigenfrequency=9,solid.vel (m/s) @ Eigenfrequency=10,solid.vel (m/s) @ Eigenfrequency=11,solid.vel (m/s) @ Eigenfrequency=12,solid.vel (m/s) @ Eigenfrequency=13,solid.vel (m/s) @ Eigenfrequency=14,solid.vel (m/s) @ Eigenfrequency=15,solid.vel (m/s) @ Eigenfrequency=16,solid.vel (m/s) @ Eigenfrequency=17,solid.vel (m/s) @ Eigenfrequency=18,solid.vel (m/s) @ Eigenfrequency=19,solid.vel (m/s) @ Eigenfrequency=20,solid.vel (m/s) @ Eigenfrequency=21,solid.vel (m/s) @ Eigenfrequency=22,solid.vel (m/s) @ Eigenfrequency=23,solid.vel (m/s) @ Eigenfrequency=24,solid.vel (m/s) @ Eigenfrequency=25
7.093119463122069E-7,8.284392564210032E-8,6.407908796308081E-8,4.434021878050888E9,5.375557593260992E8,7.186807843708714E9,4.17309734485155E8,1.0585060709739145E10,9.389026263396043E7,2.011086638343016E10,3.2235879110309416E8,1.8319670452644756E10,2.7231370131536493E9,2.5694987259041256E8,1.5128848507781973E9,5.276288568552564E10,1.0544625002177956E11,1.4273514282173495E9,3.4116915172933187E9,3.027952025507248E9,3.403902619078045E10,1.5099341403566435E8,2.1512517566907115E9,1.8271067473291407E9,4.7024781369513893E8,1.693299863834847E9,8.633597781336034E10,8.05507822589678E10
6.275332894972078E-7,1.321320927317166E-7,0,4.22904803987632E9,5.051716454140698E8,5.82591862146053E9,3.368872105237881E8,7.112852415598498E9,6.320276610305651E8,1.7642906410973644E10,1.158045682592523E9,1.264709039644547E10,1.888121921065956E9,2.1953430858888215E8,1.3524099424005003E9,4.242662632897334E10,1.0115375510309084E11,1.6520141303462381E9,3.359553348736515E9,2.387396262713614E9,3.475747593670158E10,1.5866973272222534E8,4.0391781477251844E9,2.1177667280120196E9,9.69530029978692E8,1.9733213450804048E9,5.468473710111415E10,6.4136336700428635E10
8.116907305800153E-7,0,6.721387499016125E-8,6.017218912759253E9,7.175142287815512E8,9.359856117486036E9,5.043309646365383E8,1.442287411371594E10,3.612145903946403E8,2.6581616769887455E10,2.8266707373392995E7,2.738158889111899E10,3.999037475471334E9,2.4333281196658513E8,1.13063078041044E9,3.915656564643074E10,8.594417797209708E10,9.251966325231324E8,2.8854008004762754E9,1.9809927645852973E9,9.183388059632067E9,4.2097343175073993E8,1.1592734263921924E9,1.9398265718041875E9,6.50333293983755E8,1.749619431410442E9,1.1372780648248265E11,6.154525791620228E10
8.502403716778893E-7,0,0,6.681550715276748E9,7.768528473814905E8,1.016326371114566E10,5.274335604603614E8,1.5266324728891249E10,7.400712094701822E8,2.549727347174665E10,2.0114989133116558E8,3.1603318647185665E10,4.482180682844298E9,4.9119704243151605E8,8.243993425506799E8,4.666579497576301E10,6.61881533725752E10,1.4182453868538563E9,2.231408253308908E9,2.936068535504321E9,2.4200353062992167E9,6.987375147250757E8,1.1135933212493498E9,1.5517145505547786E9,5.971183087235426E8,2.163656231282291E9,1.1504900245693765E11,3.068391188114129E10
8.041642755204919E-7,5.46894155083878E-8,0,6.221335998750243E9,7.320652349594222E8,9.52482786526224E9,5.1746254495784414E8,1.4063656273411663E10,6.317631133892392E8,2.386299870550546E10,9.339593950983308E7,2.629066149409817E10,3.7773792650664215E9,4.158719075366127E8,1.2030114545673354E9,4.95805457238435E10,8.586531567558665E10,1.7574029186787248E9,2.784079245963319E9,3.0352542856137195E9,1.7282797594149864E10,6.044411553550531E8,1.580099590236904E9,1.8308584222459447E9,7.108917227731197E8,2.2472404648019404E9,1.0119490750189671E11,5.8057128580666626E10
7.455615387978947E-7,0,2.2121948285212101E-7,4.69060411678299E9,5.740216627454593E8,7.793043504763308E9,4.456110301422961E8,1.1832901017123192E10,5.300277569461373E7,2.3745524746017094E10,5.410973779698802E7,2.0557134558055477E10,3.098549687692365E9,1.23064910357532E8,1.4453458476712558E9,4.871262990734411E10,1.0323867134673927E11,3.399010826659632E8,3.367426397773644E9,2.521352795718582E9,2.591938056322967E10,1.6588803857402796E8,5.768264875856692E8,2.0350691820294995E9,1.3844028184212783E8,6.456373406683706E8,1.0770974454471216E11,9.477017881997723E10
6.893361430796809E-7,7.32588073249735E-8,1.8273115635688355E-7,3.500909157252869E9,4.348906184459788E8,6.368170471375973E9,3.723048346615522E8,9.321838139732063E9,3.928599530024898E7,1.8348921460730656E10,2.3520553555116048E8,1.6928203291407534E10,2.523056546954637E9,1.9986571284901345E8,1.4258937279212494E9,5.048537117564152E10,1.0169818126720929E11,7.727578317661624E8,3.3312283889328465E9,2.8438732049348702E9,3.288761863881982E10,3.484805608556222E7,8.743421792048086E8,1.5813994561200476E9,3.184595620031994E8,1.5094631779856965E8,9.459564056015814E10,8.637804705752025E10
6.169476141414339E-7,1.3030604369282403E-7,1.829999999999969E-7,1.7669601126284044E9,2.2235364522598538E8,5.423126733287237E9,3.0733998893597454E8,5.424608627254959E9,4.636396238790359E8,1.002916515741193E10,7.416220637864932E8,1.2245997802948412E10,1.7590203854184453E9,1.935117070709925E8,1.1259656500370157E9,3.605078469432734E10,9.194516993051707E10,8.298825823001825E8,3.1718525051914525E9,2.1403983721176145E9,2.4907347735353947E10,1.0310567712854959E8,2.0029944637412913E9,1.0055742843254089E9,4.058403481907514E8,3.9407450979905826E8,7.150411766528683E10,4.621263636306673E10
6.10768569787305E-7,1.2936692839720099E-7,2.551461899620175E-7,2.0961769278880854E9,2.544084377822002E8,5.338033043489577E9,3.038931785810262E8,5.195402932337867E9,6.278346507023827E8,1.0183144336759504E10,9.110856058809404E8,1.1222439835173084E10,1.623841275104502E9,1.945775795072615E8,1.1284785806364648E9,3.3371842548976192E10,9.169892066651772E10,9.315555681434155E8,3.154881435646238E9,1.9844166489013789E9,2.5066258921144104E10,1.0391309746336937E8,2.4458851025173955E9,1.3186936134956362E9,5.499877052300462E8,1.1940009511347508E9,6.463585858919577E10,5.264730670149688E10
6.006327049302623E-7,1.280268620025144E-7,3.163571502254038E-7,2.9586198193165393E9,3.5116219022094744E8,5.203124327838531E9,2.983207797080287E8,5.118972820781655E9,8.938895492636548E8,1.2388111819877256E10,1.2284369287892225E9,1.0017494944164495E10,1.4794003768695567E9,1.8072375416772076E8,1.1365455960187967E9,3.0556922136969376E10,9.145783062770792E10,1.056873900221206E9,3.1327843381496506E9,1.7179875987032065E9,2.5789300931320034E10,1.342073680887784E8,3.215454788662631E9,1.8300024635894659E9,7.956221529896156E8,1.7778935982729795E9,5.692410311486242E10,6.406304640582907E10
7.768325231413959E-7,0,1.4984183226191728E-7,5.276674893755114E9,6.418852535313848E8,8.546542499292355E9,4.753372619060069E8,1.3247557221572115E10,7.412228955856991E7,2.579716434157055E10,2.0052388259725444E7,2.4110291328148746E10,3.589371709072176E9,7.516316588620509E7,1.3287365670515027E9,4.347708185021742E10,9.798420833867455E10,2.495637474594401E8,3.2713600841012416E9,2.0764193993468437E9,1.828123139498179E10,1.6952374163285735E8,4.383616853376373E8,1.9747617578216324E9,1.8521055610284618E8,6.452918090112212E8,1.1451998251401295E11,8.641031405972551E10
7.742298135592269E-7,5.439855505145477E-8,2.0034421189862666E-7,5.25781939720935E9,6.417386550707707E8,8.548931742133176E9,4.733659988276425E8,1.3400067624055367E10,1.4678645821115163E8,2.5039276918440075E10,2.7397613400155295E7,2.50548890115872E10,3.684186334958746E9,9.34192566242984E7,1.3252799956024363E9,4.466459765670371E10,9.718823175694212E10,6.787166923682956E8,3.280178241442468E9,2.1768142406413646E9,2.1307699012271652E10,2.326648281494459E8,3.949875467640238E8,1.6679814631683733E9,4.1178701556241435E8,3.99944241725015E8,1.1374462101663347E11,9.1268130749166E10
8.028184683851391E-7,0,2.9169538421681405E-7,5.867283047040262E9,7.020095800524682E8,9.18258688296756E9,4.992266385287047E8,1.4129670586645376E10,3.181566291696416E8,2.6368963787873573E10,6182857.775639475,2.637553983689941E10,3.872101811405085E9,2.1848055234230188E8,1.189996742070299E9,4.0519206030303276E10,8.921615964998085E10,9.270889693702117E8,2.976465481261426E9,2.0253980266156757E9,1.1864781972495289E10,3.9311943547095233E8,1.1615427109304845E9,1.9704720006301005E9,5.900017592711647E8,1.6664800826381888E9,1.1320138503827724E11,6.716615907599659E10
7.732613308894895E-7,4.701095839148496E-8,2.91096664532194E-7,5.428699561838761E9,6.541760488511008E8,8.631624817393772E9,4.809122906335069E8,1.316071518050061E10,2.813307179199762E8,2.458971367764991E10,6.1031125123955235E7,2.3737225525569138E10,3.4983345705174623E9,2.16163556049264E8,1.3556216201497715E9,4.708765499281595E10,9.739529146839655E10,1.135570845957822E9,3.197502968858681E9,2.4834847822540593E9,2.2123656613049126E10,3.4322420495526326E8,1.3781733836237195E9,1.9080264196073964E9,5.836631843703659E8,1.614471455300328E9,1.0639593507910284E11,8.097275254271556E10
7.116946011660998E-7,0,2.901534529930284E-7,4.336096010636336E9,5.2549566748168653E8,6.908454083101436E9,4.063237534276865E8,1.0140195284750072E10,3.4447965343362585E7,2.0854735847784447E10,2.5829971752128932E8,1.5875408218857412E10,2.43873012196255E9,1.909996854630258E8,1.4964954134564574E9,5.0229590961040344E10,1.029800882356881E11,9.056601038715552E8,3.243727636554336E9,2.790021310874313E9,3.2541031358278793E10,2.4229233184570548E8,1.736612616230461E9,2.133153026836032E9,5.361514842037362E7,1.5057763016740897E9,8.277010954898509E10,9.292117711486958E10
7.644574083413495E-7,0,3.659999999999999E-7,5.740266720667952E9,6.790398037274133E8,8.672221662391396E9,4.946388998721891E8,1.2356163040199919E10,3.9876264619729686E8,2.3048344019411926E10,1.3215418651195595E8,1.926659876126086E10,2.911136871034519E9,3.052858853100671E8,1.497850889563775E9,4.805072235947761E10,1.0196787531059415E11,1.7584725964967272E9,3.1638296646696315E9,2.827057524455011E9,2.6034617084174553E10,5.469620901521589E8,2.1468559867717328E9,1.7819329950662408E9,1.5955969739335978E8,2.1779964709762917E9,8.480791423350792E10,7.143735093402202E10
8.287833394792864E-7,0,2.223848645537004E-7,6.143870449916788E9,7.37061111263818E8,9.520764128191683E9,5.0164449167734784E8,1.5223246335894747E10,1.3080293746569593E8,2.8072216270916096E10,1.8709908652091976E7,3.0264683901798664E10,4.393817554919137E9,1.3033014671637084E8,9.895385947543793E8,2.8622497795901287E10,8.048262239343762E10,3.2426224225608885E8,2.8659956240682573E9,1.019122822630947E9,2.509162168789688E9,1.9403242163820645E8,3.900614117504467E8,1.8206105274153469E9,3.543309560158276E8,8.649359974534303E8,1.1425726709865822E11,5.930038630813241E10
6.696387363757816E-7,7.256547042851013E-8,2.5313010607104055E-7,3.2741929457693224E9,4.02197445815649E8,5.758204179690318E9,3.392369942706957E8,8.2044518539429035E9,1.3921266745150235E8,1.6546673801405499E10,3.900411724348537E8,1.4476202919781412E10,2.1690569743630376E9,2.1010440835245413E8,1.3617208206679842E9,4.768616105587476E10,9.686770151384088E10,9.019845084558258E8,3.143788846580922E9,2.7430089504900646E9,3.3414608323783817E10,4.516572313570539E7,1.6343122087342062E9,1.70400406022584E9,3.4030472522026134E8,1.0831286283658826E9,7.917719093998273E10,8.05088231094798E10
6.786744450048097E-7,0,3.659999999999999E-7,4.754743927995749E9,5.678739515094237E8,6.0378131158085E9,3.6678764521674913E8,8.589540164798185E9,1.6314931305967522E8,1.9582251768094543E10,6.41202000694228E8,1.0576147455849974E10,1.705942738701433E9,1.9139213056890363E8,1.5269521409203415E9,4.484636968379186E10,1.0046925223863391E11,1.516886325916695E9,3.047919200287765E9,2.472222416603498E9,3.8350429420494484E10,3.1297451918797684E8,3.0390298100703273E9,2.058932456684343E9,4.2339800736640656E8,1.896283034007744E9,3.730049389678556E10,8.64036901801237E10
6.482714195279801E-7,6.593096886013277E-8,3.124102624362978E-7,3.517069018389287E9,4.2276627764186865E8,5.021573837163436E9,2.9891952899428535E8,7.0978341284159565E9,3.1793930870183533E8,1.5655982760498089E10,6.689493669699994E8,1.133010867473679E10,1.7310926413704374E9,1.9866561173598143E8,1.265401904682194E9,4.2573680763270294E10,8.893435105506564E10,1.0736105470064582E9,2.83654384402385E9,2.4388469098974247E9,3.3311324921742466E10,1.1510722581450751E8,2.577050516423844E9,1.9149828445215535E9,4.77144073328235E8,1.6590333076027079E9,5.520967036859481E10,7.930744026238916E10
6.340404764489996E-7,6.165407987164489E-8,3.66E-7,4.330242352713645E9,5.1835543615696895E8,4.560858213068251E9,2.750009877596916E8,6.706883992478326E9,5.457952391138467E8,1.7910142412395374E10,9.916777141943058E8,9.30348482083917E9,1.4666418296537523E9,1.6778784154278705E8,1.2299079812725134E9,4.216357867489942E10,8.44428132521132E10,1.2839278977625651E9,2.6481202388531604E9,2.2718467347665777E9,3.4444079244019485E10,1.7324831511861393E8,3.4134467919786997E9,2.103105026988999E9,7.246488215723937E8,1.7708074885451672E9,3.7084516687674515E10,8.01347588690075E10
7.19613655390505E-7,6.060726874923877E-8,2.9918676171406653E-7,4.572061069688505E9,5.536295662164186E8,7.344569808634707E9,4.2665723129472524E8,1.0841041399427177E10,1.0933006352107887E8,2.107782573896958E10,2.6110382221159974E8,1.8096908294551125E10,2.716451451735296E9,2.3218491802340636E8,1.5103001982378263E9,5.180958841516627E10,1.0484435106255519E11,1.2739842535765076E9,3.367292603363555E9,2.9159332545766E9,3.2467956554945484E10,2.1519898477024788E8,1.9339685852675426E9,1.944057446753194E9,3.8859991409218687E8,1.6436696153281903E9,8.77563925147595E10,8.630139658324783E10
6.808847417419141E-7,7.989879840990014E-8,3.66E-7,4.783543983185961E9,5.717453381326573E8,6.535460899219177E9,3.9063418425406927E8,9.15758207378819E9,1.1971321745859502E8,1.926807151920652E10,6.220465398634675E8,1.312509017630768E10,2.0219845558075242E9,2.482863027145348E8,1.5847492490615907E9,4.7268967745065186E10,1.0695789434529076E11,1.8259974666407561E9,3.3840908977216983E9,2.7101957164406824E9,3.947833223631177E10,2.3148725203534552E8,3.239792564295633E9,1.9400852489086976E9,5.359796844507083E8,2.0073761755144691E9,5.000397589967884E10,7.337264528136996E10
6.275332894972076E-7,1.3213209273171658E-7,3.6599999999999997E-7,4.2272631304663577E9,5.0488872819953454E8,5.827542680743577E9,3.3711663742660576E8,7.11380030950361E9,6.313611153649813E8,1.762650841309145E10,1.1586923672868125E9,1.26482740270305E10,1.8886202441193829E9,2.20921472335705E8,1.3565567711555254E9,4.232894595531603E10,1.0131603812830508E11,1.667195366014608E9,3.3884268699011207E9,2.3839343074635015E9,3.5210617974302734E10,1.86395296822387E8,4.041538225154969E9,2.118303360435444E9,9.763100892307051E8,1.976532281099274E9,5.4645415909726974E10,6.4186374939090996E10
1.2802270135611159E-7,6.005980180363484E-7,3.163581800289657E-7,9.519579800330685E9,1.149622819175812E9,1.068231899469965E10,2.015148133209866E8,3.1050397697444523E10,1.5248095590362408E9,5.394988402379516E10,6.546032784705905E8,8.316396176983789E10,8.847499531127762E9,2.4787222410964403E9,1.9628322802987936E9,9.423391975697155E9,8.16146146108423E10,1.4926663771552696E9,5.965705499343089E9,2.5407886448787303E9,4.576066297934328E10,9.608094379170804E8,2.8615664562733355E9,5.459378731099112E9,5.634403280942248E8,1.7883805251842241E9,1.1244191322080402E11,9.652454129104349E10
7.356680367821235E-8,6.44023006153289E-7,5.773048660140974E-8,9.41758343205372E9,1.0981089166898663E9,1.0633321422511171E10,3.189393231760719E8,3.0120156713240482E10,1.995298959543658E9,4.874883130141977E10,8.859710781569594E8,7.10528202203191E10,7.426818851100583E9,1.7866673199400032E9,1.643883190962384E9,7.501084422174838E9,7.69272627757488E10,1.3868172495014727E9,5.773371857656063E9,1.6920829118680165E9,4.6306647409325714E10,1.0422995144653425E9,2.486446482203413E9,4.356234202100022E9,9.582511349130417E8,1.5342760025201292E9,5.7445404370573494E10,5.456668624680933E10
0,7.134370748642501E-7,7.577535707039827E-8,9.221729149650297E9,1.0197965326442984E9,1.0598855878505184E10,4.058759838805927E8,2.792900410066294E10,2.6092824465438375E9,3.725704475668859E10,8.565073174382174E8,4.274644379180745E10,4.182066488500358E9,8.911026572635071E8,1.496571904435664E9,6.016142923082429E9,7.001970827259401E10,1.9478062810790217E9,4.982081195278635E9,8.68090461417919E8,3.994358849147865E10,1.3042907316612554E9,3.2189259084806585E9,1.881184832782174E9,1.3359005522660024E9,4.755796077963631E8,4.90940124137711E10,4.146188624933649E9
1.2895381082745474E-7,6.078368963835134E-7,1.1373930512820644E-7,9.545351030701616E9,1.1505553623302162E9,1.072493301616339E10,2.126706506229525E8,3.09141471808678E10,1.3735125749131644E9,5.390671419350825E10,6.844401008835113E8,8.043623429582005E10,8.521813662030065E9,2.14495635412823E9,2.0263195199054759E9,8.682532241045149E9,8.725568912008566E10,8.502945655043489E8,6.327981212350212E9,1.9213357126186688E9,4.638990088992749E10,9.610821819523398E8,1.5689739462587306E9,4.822051164436036E9,5.507558662380114E8,1.0337269721796716E9,1.0287055135916469E11,1.0645894851948643E11
1.2813761601391568E-7,6.015473469499408E-7,5.2584418548113006E-8,9.51997262036197E9,1.1495442175611806E9,1.0684302372831972E10,2.0275307649195144E8,3.1024583083228756E10,1.515918536067047E9,5.391696373555151E10,6.61587412415411E8,8.280729809710118E10,8.808181485108002E9,2.4577166870232124E9,1.9686233691080968E9,9.383241074681719E9,8.188489349554857E10,1.5101657116571028E9,5.98430800060945E9,2.502411301142409E9,4.571610487971539E10,9.723966387835237E8,2.8117674504725575E9,5.401249970249307E9,5.737751783917065E8,1.7494136772176628E9,1.1125475623688792E11,9.676413059356618E10
7.223985187650377E-8,6.729670366805008E-7,1.1630290836105072E-7,9.362365199875448E9,1.0860620011778872E9,1.0650551762757942E10,3.4883894773038316E8,2.9308021346277103E10,2.301439267036942E9,4.360651341057504E10,9.960305555056598E8,6.02117150492123E10,6.157479635552903E9,1.3153015773106E9,1.744880060644241E9,4.419462879799163E9,7.632009573120938E10,1.0713451115375673E9,5.680514188722352E9,9.069353013701137E8,4.364760254768338E10,1.3264044247268286E9,1.7991375818561409E9,2.0819677382638419E9,8.520510976475044E8,7.228136034858207E8,5.222313079132583E10,5.194871087017614E10
0,7.481126699675761E-7,1.462059836518002E-7,9.12166456384013E9,1.001495832462747E9,1.063928395753398E10,4.1666820801083946E8,2.683485503655188E10,2.903994073526421E9,2.7257232063657185E10,8.362266747269181E8,2.8003934014737713E10,2.494013732920849E9,2.916706816702037E8,1.5341891204258993E9,8.155709447778993E9,6.398686981941517E10,1.7527315664595592E9,4.341640673482718E9,6.678400467838954E8,3.1338077065987385E10,1.648685809239628E9,2.73233683825293E9,2.0736246026109493E9,6.443563227717408E8,4.7958573615685207E8,8.749602619108852E10,7.745194684640607E9
4.7364282604983175E-8,7.242358828689612E-7,1.1791430290752698E-7,9.193614213139585E9,1.0440884437878765E9,1.0625686860490477E10,3.9520176020750046E8,2.758329356744006E10,2.8077879687602963E9,3.3294695199787373E10,1.0978323291325412E9,3.896082548975475E10,3.689686309323272E9,8.308769208504728E8,1.7333506682088597E9,4.928984683442931E9,6.7694807071015114E10,1.3731303022424302E9,4.907146608161684E9,5.794675937618352E8,3.655890310250884E10,1.6047662829313202E9,2.247874396841336E9,1.3507930743865073E9,8.538250052485893E8,3.579941133048133E8,7.691503595368356E10,2.1102579056725094E10
0,7.644574083413495E-7,0,8.954221511232634E9,9.863008266808778E8,1.0587895396201475E10,4.355974367814754E8,2.571340743948853E10,2.7615675762057776E9,3.7332307152247925E10,1.175299762274279E9,1.86272264421804E10,1.4887520483230927E9,1.2730361232375736E9,1.5499035164827724E9,1.5925255804471994E10,6.399946686316602E10,2.3648118195878005E9,4.278726789355915E9,1.0178713826313932E9,2.938786831268155E10,1.2120872944860787E9,3.8596673807850246E9,4.27418731989531E9,1.9954400706000881E9,8.570645114183506E8,9.761571514346376E10,7.062334924576715E10
6.554438268651241E-8,7.415657791360861E-7,0,9.022568544100277E9,1.0359199580623298E9,1.055525710780711E10,4.0717836131258863E8,2.64386747518075E10,2.820113316656177E9,3.974247193287006E10,1.471661821372702E9,3.0634813218817215E10,2.78850558105051E9,1.6178127120936558E9,1.866984163307391E9,1.4746786044485025E10,6.411398317594091E10,2.1248484705614507E9,4.6072497489881735E9,1.7035295259876616E9,3.4235951995692444E10,1.3114727769635313E9,3.7924510448060536E9,4.629292912699385E9,1.6104910189001148E9,1.1196828042524455E9,1.0017603757805406E11,7.901784892516673E10
